latitude,longitude,reserved,altitude,timestamp_days,date,time,datetime,source_file
39.98447,116.308827,0,257,39744.1236111111,2008-10-23,02:58:00,2008-10-23 02:58:00,20081023025304.plt
39.98449,116.308638,0,251,39744.1236689815,2008-10-23,02:58:05,2008-10-23 02:58:05,20081023025304.plt
39.98449,116.308485,0,247,39744.1237268519,2008-10-23,02:58:10,2008-10-23 02:58:10,20081023025304.plt
39.984494,116.308351,0,240,39744.1237847222,2008-10-23,02:58:15,2008-10-23 02:58:15,20081023025304.plt
39.984499,116.308201,0,240,39744.1238425926,2008-10-23,02:58:20,2008-10-23 02:58:20,20081023025304.plt
39.984484,116.308049,0,244,39744.123900463,2008-10-23,02:58:25,2008-10-23 02:58:25,20081023025304.plt
39.984491,116.307902,0,253,39744.1239583333,2008-10-23,02:58:30,2008-10-23 02:58:30,20081023025304.plt
39.984499,116.307809,0,264,39744.1240162037,2008-10-23,02:58:35,2008-10-23 02:58:35,20081023025304.plt
39.984472,116.307687,0,272,39744.1240740741,2008-10-23,02:58:40,2008-10-23 02:58:40,20081023025304.plt
39.984493,116.307548,0,279,39744.1241319444,2008-10-23,02:58:45,2008-10-23 02:58:45,20081023025304.plt
39.984488,116.307434,0,282,39744.1241898148,2008-10-23,02:58:50,2008-10-23 02:58:50,20081023025304.plt
39.984427,116.307292,0,281,39744.1242476852,2008-10-23,02:58:55,2008-10-23 02:58:55,20081023025304.plt
39.984428,116.307126,0,282,39744.1243055556,2008-10-23,02:59:00,2008-10-23 02:59:00,20081023025304.plt
39.984432,116.306943,0,288,39744.1243634259,2008-10-23,02:59:05,2008-10-23 02:59:05,20081023025304.plt
39.984425,116.306801,0,284,39744.1244212963,2008-10-23,02:59:10,2008-10-23 02:59:10,20081023025304.plt
39.984438,116.306633,0,286,39744.1244791667,2008-10-23,02:59:15,2008-10-23 02:59:15,20081023025304.plt
39.984462,116.306486,0,284,39744.124537037,2008-10-23,02:59:20,2008-10-23 02:59:20,20081023025304.plt
39.984466,116.3063,0,285,39744.1245949074,2008-10-23,02:59:25,2008-10-23 02:59:25,20081023025304.plt
39.984456,116.306047,0,287,39744.1246527778,2008-10-23,02:59:30,2008-10-23 02:59:30,20081023025304.plt
39.984454,116.305854,0,295,39744.1247106481,2008-10-23,02:59:35,2008-10-23 02:59:35,20081023025304.plt
39.984412,116.305682,0,297,39744.1247685185,2008-10-23,02:59:40,2008-10-23 02:59:40,20081023025304.plt
39.98441,116.305466,0,301,39744.1248263889,2008-10-23,02:59:45,2008-10-23 02:59:45,20081023025304.plt
39.984406,116.305281,0,309,39744.1248842593,2008-10-23,02:59:50,2008-10-23 02:59:50,20081023025304.plt
39.984393,116.305023,0,314,39744.1249421296,2008-10-23,02:59:55,2008-10-23 02:59:55,20081023025304.plt
39.984356,116.304909,0,305,39744.125,2008-10-23,03:00:00,2008-10-23 03:00:00,20081023025304.plt
39.984352,116.304704,0,295,39744.1250578704,2008-10-23,03:00:05,2008-10-23 03:00:05,20081023025304.plt
39.984338,116.304543,0,293,39744.1251157407,2008-10-23,03:00:10,2008-10-23 03:00:10,20081023025304.plt
39.984338,116.304315,0,291,39744.1251736111,2008-10-23,03:00:15,2008-10-23 03:00:15,20081023025304.plt
39.984349,116.304083,0,290,39744.1252314815,2008-10-23,03:00:20,2008-10-23 03:00:20,20081023025304.plt
39.984368,116.303934,0,282,39744.1252893518,2008-10-23,03:00:25,2008-10-23 03:00:25,20081023025304.plt
39.984437,116.303813,0,257,39744.1253472222,2008-10-23,03:00:30,2008-10-23 03:00:30,20081023025304.plt
39.984429,116.303672,0,253,39744.1254050926,2008-10-23,03:00:35,2008-10-23 03:00:35,20081023025304.plt
39.984342,116.303444,0,237,39744.125462963,2008-10-23,03:00:40,2008-10-23 03:00:40,20081023025304.plt
39.984365,116.303298,0,236,39744.1255208333,2008-10-23,03:00:45,2008-10-23 03:00:45,20081023025304.plt
39.984368,116.303132,0,233,39744.1255787037,2008-10-23,03:00:50,2008-10-23 03:00:50,20081023025304.plt
39.984385,116.30292,0,232,39744.1256365741,2008-10-23,03:00:55,2008-10-23 03:00:55,20081023025304.plt
39.98438,116.302754,0,240,39744.1256944444,2008-10-23,03:01:00,2008-10-23 03:01:00,20081023025304.plt
39.984346,116.302601,0,239,39744.1257523148,2008-10-23,03:01:05,2008-10-23 03:01:05,20081023025304.plt
39.984303,116.302457,0,237,39744.1258101852,2008-10-23,03:01:10,2008-10-23 03:01:10,20081023025304.plt
39.984344,116.302271,0,233,39744.1258680556,2008-10-23,03:01:15,2008-10-23 03:01:15,20081023025304.plt
39.984341,116.302094,0,228,39744.1259259259,2008-10-23,03:01:20,2008-10-23 03:01:20,20081023025304.plt
39.984359,116.301888,0,218,39744.1259837963,2008-10-23,03:01:25,2008-10-23 03:01:25,20081023025304.plt
39.984379,116.301693,0,208,39744.1260416667,2008-10-23,03:01:30,2008-10-23 03:01:30,20081023025304.plt
39.984345,116.3015,0,196,39744.126099537,2008-10-23,03:01:35,2008-10-23 03:01:35,20081023025304.plt
39.984345,116.301309,0,190,39744.1261574074,2008-10-23,03:01:40,2008-10-23 03:01:40,20081023025304.plt
39.984338,116.301107,0,184,39744.1262152778,2008-10-23,03:01:45,2008-10-23 03:01:45,20081023025304.plt
39.984344,116.300877,0,175,39744.1262731481,2008-10-23,03:01:50,2008-10-23 03:01:50,20081023025304.plt
39.984278,116.300674,0,168,39744.1263310185,2008-10-23,03:01:55,2008-10-23 03:01:55,20081023025304.plt
39.984276,116.300462,0,153,39744.1263888889,2008-10-23,03:02:00,2008-10-23 03:02:00,20081023025304.plt
39.984278,116.300307,0,140,39744.1264467593,2008-10-23,03:02:05,2008-10-23 03:02:05,20081023025304.plt
39.984252,116.300156,0,133,39744.1265046296,2008-10-23,03:02:10,2008-10-23 03:02:10,20081023025304.plt
39.984288,116.299943,0,131,39744.1265625,2008-10-23,03:02:15,2008-10-23 03:02:15,20081023025304.plt
39.984283,116.29981,0,138,39744.1266203704,2008-10-23,03:02:20,2008-10-23 03:02:20,20081023025304.plt
39.984335,116.299744,0,145,39744.1266782407,2008-10-23,03:02:25,2008-10-23 03:02:25,20081023025304.plt
39.984312,116.299703,0,153,39744.1267361111,2008-10-23,03:02:30,2008-10-23 03:02:30,20081023025304.plt
39.984177,116.299699,0,164,39744.1267939815,2008-10-23,03:02:35,2008-10-23 03:02:35,20081023025304.plt
39.98414,116.299697,0,175,39744.1268518518,2008-10-23,03:02:40,2008-10-23 03:02:40,20081023025304.plt
39.984204,116.299721,0,180,39744.1269097222,2008-10-23,03:02:45,2008-10-23 03:02:45,20081023025304.plt
39.984258,116.299736,0,184,39744.1269675926,2008-10-23,03:02:50,2008-10-23 03:02:50,20081023025304.plt
39.984031,116.299573,0,198,39744.127025463,2008-10-23,03:02:55,2008-10-23 03:02:55,20081023025304.plt
39.98379,116.299578,0,212,39744.1270833333,2008-10-23,03:03:00,2008-10-23 03:03:00,20081023025304.plt
39.983726,116.299566,0,213,39744.1271412037,2008-10-23,03:03:05,2008-10-23 03:03:05,20081023025304.plt
39.983692,116.299496,0,209,39744.1271990741,2008-10-23,03:03:10,2008-10-23 03:03:10,20081023025304.plt
39.983685,116.299476,0,207,39744.1272569444,2008-10-23,03:03:15,2008-10-23 03:03:15,20081023025304.plt
39.983639,116.299425,0,209,39744.1273148148,2008-10-23,03:03:20,2008-10-23 03:03:20,20081023025304.plt
39.983629,116.299353,0,207,39744.1273726852,2008-10-23,03:03:25,2008-10-23 03:03:25,20081023025304.plt
39.983641,116.299279,0,215,39744.1274305556,2008-10-23,03:03:30,2008-10-23 03:03:30,20081023025304.plt
39.983557,116.299235,0,215,39744.1274884259,2008-10-23,03:03:35,2008-10-23 03:03:35,20081023025304.plt
39.983509,116.299238,0,213,39744.1275462963,2008-10-23,03:03:40,2008-10-23 03:03:40,20081023025304.plt
39.983413,116.299267,0,211,39744.1276041667,2008-10-23,03:03:45,2008-10-23 03:03:45,20081023025304.plt
39.983353,116.299305,0,209,39744.127662037,2008-10-23,03:03:50,2008-10-23 03:03:50,20081023025304.plt
39.983337,116.299321,0,205,39744.1277199074,2008-10-23,03:03:55,2008-10-23 03:03:55,20081023025304.plt
39.9833,116.299314,0,204,39744.1277777778,2008-10-23,03:04:00,2008-10-23 03:04:00,20081023025304.plt
39.9833,116.299314,0,204,39744.1278125,2008-10-23,03:04:03,2008-10-23 03:04:03,20081023025304.plt
39.983304,116.299307,0,201,39744.1278356481,2008-10-23,03:04:05,2008-10-23 03:04:05,20081023025304.plt
39.983279,116.299311,0,199,39744.1278935185,2008-10-23,03:04:10,2008-10-23 03:04:10,20081023025304.plt
39.983302,116.299302,0,193,39744.1279513889,2008-10-23,03:04:15,2008-10-23 03:04:15,20081023025304.plt
39.983276,116.299265,0,189,39744.1280092593,2008-10-23,03:04:20,2008-10-23 03:04:20,20081023025304.plt
39.983322,116.299191,0,188,39744.1280671296,2008-10-23,03:04:25,2008-10-23 03:04:25,20081023025304.plt
39.983403,116.299147,0,185,39744.128125,2008-10-23,03:04:30,2008-10-23 03:04:30,20081023025304.plt
39.983548,116.299083,0,188,39744.1281828704,2008-10-23,03:04:35,2008-10-23 03:04:35,20081023025304.plt
39.983675,116.299031,0,194,39744.1282407407,2008-10-23,03:04:40,2008-10-23 03:04:40,20081023025304.plt
39.983663,116.298932,0,199,39744.1282986111,2008-10-23,03:04:45,2008-10-23 03:04:45,20081023025304.plt
39.983533,116.298903,0,202,39744.1283564815,2008-10-23,03:04:50,2008-10-23 03:04:50,20081023025304.plt
39.98359,116.298869,0,204,39744.1284143519,2008-10-23,03:04:55,2008-10-23 03:04:55,20081023025304.plt
39.983723,116.298825,0,203,39744.1284722222,2008-10-23,03:05:00,2008-10-23 03:05:00,20081023025304.plt
39.983902,116.298773,0,204,39744.1285300926,2008-10-23,03:05:05,2008-10-23 03:05:05,20081023025304.plt
39.984045,116.298725,0,206,39744.128587963,2008-10-23,03:05:10,2008-10-23 03:05:10,20081023025304.plt
39.984019,116.298663,0,209,39744.1286458333,2008-10-23,03:05:15,2008-10-23 03:05:15,20081023025304.plt
39.995777,116.286798,0,716,39744.1723032407,2008-10-23,04:08:07,2008-10-23 04:08:07,20081023025304.plt
39.996832,116.285446,0,276,39744.1723611111,2008-10-23,04:08:12,2008-10-23 04:08:12,20081023025304.plt
39.984397,116.299292,0,931,39744.1727083333,2008-10-23,04:08:42,2008-10-23 04:08:42,20081023025304.plt
39.984426,116.299329,0,959,39744.1727662037,2008-10-23,04:08:47,2008-10-23 04:08:47,20081023025304.plt
39.984499,116.299413,0,983,39744.1728240741,2008-10-23,04:08:52,2008-10-23 04:08:52,20081023025304.plt
39.984424,116.299467,0,990,39744.1728819444,2008-10-23,04:08:57,2008-10-23 04:08:57,20081023025304.plt
39.98441,116.299477,0,940,39744.1729398148,2008-10-23,04:09:02,2008-10-23 04:09:02,20081023025304.plt
39.984421,116.299569,0,928,39744.1729976852,2008-10-23,04:09:07,2008-10-23 04:09:07,20081023025304.plt
39.984518,116.29953,0,902,39744.1730555556,2008-10-23,04:09:12,2008-10-23 04:09:12,20081023025304.plt
39.984488,116.299645,0,897,39744.1731134259,2008-10-23,04:09:17,2008-10-23 04:09:17,20081023025304.plt
39.98454,116.299523,0,870,39744.1731712963,2008-10-23,04:09:22,2008-10-23 04:09:22,20081023025304.plt
39.98446,116.299528,0,891,39744.1732291667,2008-10-23,04:09:27,2008-10-23 04:09:27,20081023025304.plt
39.984463,116.299508,0,883,39744.173287037,2008-10-23,04:09:32,2008-10-23 04:09:32,20081023025304.plt
39.984501,116.299473,0,882,39744.1733449074,2008-10-23,04:09:37,2008-10-23 04:09:37,20081023025304.plt
39.984532,116.299451,0,879,39744.1734027778,2008-10-23,04:09:42,2008-10-23 04:09:42,20081023025304.plt
39.984532,116.299451,0,879,39744.1734375,2008-10-23,04:09:45,2008-10-23 04:09:45,20081023025304.plt
39.984527,116.299451,0,879,39744.1734606481,2008-10-23,04:09:47,2008-10-23 04:09:47,20081023025304.plt
39.984517,116.299447,0,879,39744.1735185185,2008-10-23,04:09:52,2008-10-23 04:09:52,20081023025304.plt
39.984509,116.299438,0,880,39744.1735763889,2008-10-23,04:09:57,2008-10-23 04:09:57,20081023025304.plt
39.984497,116.299411,0,878,39744.1736342593,2008-10-23,04:10:02,2008-10-23 04:10:02,20081023025304.plt
39.984499,116.299405,0,879,39744.1736921296,2008-10-23,04:10:07,2008-10-23 04:10:07,20081023025304.plt
39.984498,116.299407,0,878,39744.17375,2008-10-23,04:10:12,2008-10-23 04:10:12,20081023025304.plt
39.984498,116.299407,0,878,39744.1737847222,2008-10-23,04:10:15,2008-10-23 04:10:15,20081023025304.plt
39.984493,116.299412,0,878,39744.1738078704,2008-10-23,04:10:17,2008-10-23 04:10:17,20081023025304.plt
39.984498,116.299466,0,874,39744.1738657407,2008-10-23,04:10:22,2008-10-23 04:10:22,20081023025304.plt
39.984546,116.29941,0,864,39744.1739236111,2008-10-23,04:10:27,2008-10-23 04:10:27,20081023025304.plt
39.984638,116.299318,0,857,39744.1739814815,2008-10-23,04:10:32,2008-10-23 04:10:32,20081023025304.plt
39.98473,116.299315,0,850,39744.1740393518,2008-10-23,04:10:37,2008-10-23 04:10:37,20081023025304.plt
39.984753,116.299305,0,840,39744.1740972222,2008-10-23,04:10:42,2008-10-23 04:10:42,20081023025304.plt
39.984789,116.299297,0,829,39744.1741550926,2008-10-23,04:10:47,2008-10-23 04:10:47,20081023025304.plt
39.984795,116.299391,0,825,39744.174212963,2008-10-23,04:10:52,2008-10-23 04:10:52,20081023025304.plt
39.984778,116.299504,0,821,39744.1742708333,2008-10-23,04:10:57,2008-10-23 04:10:57,20081023025304.plt
39.984743,116.299617,0,818,39744.1743287037,2008-10-23,04:11:02,2008-10-23 04:11:02,20081023025304.plt
39.984671,116.299625,0,802,39744.1743865741,2008-10-23,04:11:07,2008-10-23 04:11:07,20081023025304.plt
39.984694,116.299536,0,780,39744.1744444444,2008-10-23,04:11:12,2008-10-23 04:11:12,20081023025304.plt
39.984733,116.29952,0,769,39744.1745023148,2008-10-23,04:11:17,2008-10-23 04:11:17,20081023025304.plt
39.983841,116.299902,0,818,39744.1745601852,2008-10-23,04:11:22,2008-10-23 04:11:22,20081023025304.plt
39.983861,116.300177,0,729,39744.1746180556,2008-10-23,04:11:27,2008-10-23 04:11:27,20081023025304.plt
39.983842,116.300329,0,646,39744.1746759259,2008-10-23,04:11:32,2008-10-23 04:11:32,20081023025304.plt
39.983984,116.300308,0,573,39744.1747337963,2008-10-23,04:11:37,2008-10-23 04:11:37,20081023025304.plt
39.984126,116.300188,0,486,39744.1747916667,2008-10-23,04:11:42,2008-10-23 04:11:42,20081023025304.plt
39.984246,116.300058,0,411,39744.174849537,2008-10-23,04:11:47,2008-10-23 04:11:47,20081023025304.plt
39.984373,116.300019,0,357,39744.1749074074,2008-10-23,04:11:52,2008-10-23 04:11:52,20081023025304.plt
39.984533,116.300043,0,315,39744.1749652778,2008-10-23,04:11:57,2008-10-23 04:11:57,20081023025304.plt
39.984723,116.300058,0,261,39744.1750231481,2008-10-23,04:12:02,2008-10-23 04:12:02,20081023025304.plt
39.984789,116.300151,0,234,39744.1750810185,2008-10-23,04:12:07,2008-10-23 04:12:07,20081023025304.plt
39.984837,116.300216,0,206,39744.1751388889,2008-10-23,04:12:12,2008-10-23 04:12:12,20081023025304.plt
39.984859,116.300332,0,195,39744.1751967593,2008-10-23,04:12:17,2008-10-23 04:12:17,20081023025304.plt
39.984888,116.300514,0,186,39744.1752546296,2008-10-23,04:12:22,2008-10-23 04:12:22,20081023025304.plt
39.984896,116.300689,0,176,39744.1753125,2008-10-23,04:12:27,2008-10-23 04:12:27,20081023025304.plt
39.984905,116.300885,0,167,39744.1753703704,2008-10-23,04:12:32,2008-10-23 04:12:32,20081023025304.plt
39.984911,116.301049,0,162,39744.1754282407,2008-10-23,04:12:37,2008-10-23 04:12:37,20081023025304.plt
39.984925,116.301221,0,164,39744.1754861111,2008-10-23,04:12:42,2008-10-23 04:12:42,20081023025304.plt
39.98493,116.301391,0,163,39744.1755439815,2008-10-23,04:12:47,2008-10-23 04:12:47,20081023025304.plt
39.984938,116.301568,0,166,39744.1756018519,2008-10-23,04:12:52,2008-10-23 04:12:52,20081023025304.plt
39.984948,116.301741,0,169,39744.1756597222,2008-10-23,04:12:57,2008-10-23 04:12:57,20081023025304.plt
39.984945,116.301915,0,177,39744.1757175926,2008-10-23,04:13:02,2008-10-23 04:13:02,20081023025304.plt
39.984953,116.302055,0,179,39744.175775463,2008-10-23,04:13:07,2008-10-23 04:13:07,20081023025304.plt
39.984953,116.302264,0,182,39744.1758333333,2008-10-23,04:13:12,2008-10-23 04:13:12,20081023025304.plt
39.98496,116.302488,0,183,39744.1758912037,2008-10-23,04:13:17,2008-10-23 04:13:17,20081023025304.plt
39.984973,116.302679,0,182,39744.1759490741,2008-10-23,04:13:22,2008-10-23 04:13:22,20081023025304.plt
39.984983,116.30286,0,181,39744.1760069444,2008-10-23,04:13:27,2008-10-23 04:13:27,20081023025304.plt
39.985009,116.303037,0,180,39744.1760648148,2008-10-23,04:13:32,2008-10-23 04:13:32,20081023025304.plt
39.985043,116.303258,0,179,39744.1761226852,2008-10-23,04:13:37,2008-10-23 04:13:37,20081023025304.plt
39.98503,116.303496,0,170,39744.1761805556,2008-10-23,04:13:42,2008-10-23 04:13:42,20081023025304.plt
39.985039,116.303685,0,176,39744.1762384259,2008-10-23,04:13:47,2008-10-23 04:13:47,20081023025304.plt
39.985028,116.303884,0,175,39744.1762962963,2008-10-23,04:13:52,2008-10-23 04:13:52,20081023025304.plt
39.984993,116.304067,0,174,39744.1763541667,2008-10-23,04:13:57,2008-10-23 04:13:57,20081023025304.plt
39.985027,116.304163,0,177,39744.176412037,2008-10-23,04:14:02,2008-10-23 04:14:02,20081023025304.plt
39.985038,116.30426,0,175,39744.1764699074,2008-10-23,04:14:07,2008-10-23 04:14:07,20081023025304.plt
39.985042,116.304459,0,171,39744.1765277778,2008-10-23,04:14:12,2008-10-23 04:14:12,20081023025304.plt
39.985029,116.304647,0,175,39744.1765856481,2008-10-23,04:14:17,2008-10-23 04:14:17,20081023025304.plt
39.985023,116.304811,0,176,39744.1766435185,2008-10-23,04:14:22,2008-10-23 04:14:22,20081023025304.plt
39.985031,116.304927,0,175,39744.1767013889,2008-10-23,04:14:27,2008-10-23 04:14:27,20081023025304.plt
39.985082,116.305192,0,177,39744.1767592593,2008-10-23,04:14:32,2008-10-23 04:14:32,20081023025304.plt
39.985105,116.305348,0,176,39744.1768171296,2008-10-23,04:14:37,2008-10-23 04:14:37,20081023025304.plt
39.985132,116.305499,0,175,39744.176875,2008-10-23,04:14:42,2008-10-23 04:14:42,20081023025304.plt
39.985169,116.305649,0,183,39744.1769328704,2008-10-23,04:14:47,2008-10-23 04:14:47,20081023025304.plt
39.985135,116.305834,0,178,39744.1769907407,2008-10-23,04:14:52,2008-10-23 04:14:52,20081023025304.plt
39.985146,116.305984,0,175,39744.1770486111,2008-10-23,04:14:57,2008-10-23 04:14:57,20081023025304.plt
39.985131,116.306178,0,174,39744.1771064815,2008-10-23,04:15:02,2008-10-23 04:15:02,20081023025304.plt
39.985127,116.306363,0,168,39744.1771643519,2008-10-23,04:15:07,2008-10-23 04:15:07,20081023025304.plt
39.985135,116.306531,0,169,39744.1772222222,2008-10-23,04:15:12,2008-10-23 04:15:12,20081023025304.plt
39.985157,116.306711,0,166,39744.1772800926,2008-10-23,04:15:17,2008-10-23 04:15:17,20081023025304.plt
39.98517,116.306893,0,172,39744.177337963,2008-10-23,04:15:22,2008-10-23 04:15:22,20081023025304.plt
39.985154,116.307092,0,178,39744.1773958333,2008-10-23,04:15:27,2008-10-23 04:15:27,20081023025304.plt
39.985184,116.307341,0,176,39744.1774537037,2008-10-23,04:15:32,2008-10-23 04:15:32,20081023025304.plt
39.98521,116.30751,0,168,39744.1775115741,2008-10-23,04:15:37,2008-10-23 04:15:37,20081023025304.plt
39.985231,116.307633,0,170,39744.1775694444,2008-10-23,04:15:42,2008-10-23 04:15:42,20081023025304.plt
39.98526,116.307735,0,175,39744.1776273148,2008-10-23,04:15:47,2008-10-23 04:15:47,20081023025304.plt
39.98524,116.307933,0,174,39744.1776851852,2008-10-23,04:15:52,2008-10-23 04:15:52,20081023025304.plt
39.985225,116.308133,0,174,39744.1777430556,2008-10-23,04:15:57,2008-10-23 04:15:57,20081023025304.plt
39.985256,116.308313,0,176,39744.1778009259,2008-10-23,04:16:02,2008-10-23 04:16:02,20081023025304.plt
39.985218,116.308579,0,174,39744.1778587963,2008-10-23,04:16:07,2008-10-23 04:16:07,20081023025304.plt
39.985201,116.308774,0,174,39744.1779166667,2008-10-23,04:16:12,2008-10-23 04:16:12,20081023025304.plt
39.985203,116.30898,0,173,39744.177974537,2008-10-23,04:16:17,2008-10-23 04:16:17,20081023025304.plt
39.985221,116.309152,0,176,39744.1780324074,2008-10-23,04:16:22,2008-10-23 04:16:22,20081023025304.plt
